Judul,Harga,Lokasi,Link
Apartemen Dijual di Cakung,"Rp 629,44Jt","Jakarta Garden City, Cakung Timur, Cakung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/jual-apartemen-mewah-brand-new-tanpa-dp-di-cleon-p-173233140754/
Apartemen Dijual di Kelapa Gading,"Rp 1,57M","RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/jual-apartement-bagus-di-daerah-kelapa-gading-jaka-175609694094/
Apartemen Dijual di Kelapa Gading,"Rp 1,90M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-473052ee44cb-7e93-19d6204-9196-7308
Apartemen Dijual di Tambun Selatan,Rp 500Jt,"Kompas, Tambun, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bekasi/apartemen-1-bed-room-strategis-grand-kamala-lagoon-174763017590/
Apartemen Dijual di Grogol,Rp 875Jt,"RW 08, Grogol, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/jual-cepat-apartemen-2-1-kt-siap-huni-175678456286/
Apartemen Dijual di Bumi Serpong Damai,Rp 435Jt,"BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/disewakan-apartemen-casa-de-parco-174516202265/
Apartemen Dijual di Pulo Gadung,Rp 575Jt,"RW 07, Rawamangun, Pulo Gadung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e84ef400b0b4-ea86-1c689cb6-b8e8-4cf1
Apartemen Dijual di Serpong,Rp 438Jt,"Cadasmampar, Serpong, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-sky-house-alam-sutera-yuk-persiapan-anak-174583328482/
Apartemen Dijual di Kalisari,Rp 300Jt,"Pakuwon City, RW 08, Kalisari, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-20d1e75c2231-cf6a-19cccc4-8823-7dfa
Apartemen Dijual di Pejagalan,"Rp 1,25M","RW 12, Pejagalan, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-e6dbea58cc8b-8edb-19ef890-9095-735d
Apartemen Dijual di Kelapa Dua,Rp 600Jt,"Lippo Village, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-afc855533e83-656-19efe62-a5b2-739f
Apartemen Dijual di Kalideres,"Rp 1,65M","Citra Garden City, Tegal Alur, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-82382454f1f4-4c53-19ef00f-bb55-720d
Apartemen Dijual di Cipayung,"Rp 1,26M","RW 02, Munjul, Cipayung, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-96dc774401b6-a887-19b8c70-9031-7536
Apartemen Dijual di Cipete Utara,Rp 4M,"RW 08, Cipete Utara, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-4a0d3b8f52b-8c6e-19c338b-9fc0-7424
Apartemen Dijual di Bumi Serpong Damai,Rp 870Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-bf81ea7d34e0-fe28-19dd85c-b875-72f7
Apartemen Dijual di Gading Serpong,Rp 320Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/apartemen-skyline-gading-serpong-harga-investor-174635968738/
Apartemen Dijual di Bumi Serpong Damai,Rp 500Jt,"BSD Grand CBD, BSD City, Sampora, Cisauk, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a2346523a0a1-8d76-19dd84f-b138-76b7
Apartemen Dijual di Gading Serpong,Rp 700Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/jual/banten/tangerang/apartemen-m-town-depan-mall-sms-3-br-174481915786/
Apartemen Dijual di Tenggilis Mejoyo,Rp 300Jt,"RW 03, Tenggilis Mejoyo, Tenggilis Mejoyo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-3fa0dcc11afe-2fde-19ac0c4-9b3b-7365
Apartemen Dijual di Bintaro,Rp 410Jt,"Sektor 3A, Bintaro Jaya, Pondok Aren, Tangerang Selatan, Banten",https://www.lamudi.co.id/jual/banten/tangerang-selatan/apartemen-bagus-murah-di-altiz-bintaro-plaza-resid-175307521328/
Apartemen Dijual di Tenggilis Mejoyo,Rp 300Jt,"RW 03, Tenggilis Mejoyo, Tenggilis Mejoyo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-5b41259477f6-34d6-77961eac-b389-4b6f
Apartemen Dijual di Penjaringan,Rp 300Jt,"RW 10, Pluit, Penjaringan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-dc5a39a91fe8-918b-19e3ee3-81bf-745a
Kondominium Dijual di Harapan Indah,"Rp 3,20M","Kota Harapan Indah, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-fb5fa3ab4370-40ce-19e4f9d-9b26-70a0
Apartemen Dijual di Cilandak,"Rp 4,95M","RW 02, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2138efbfed1d-2966-199e330-bf3b-7128
Kondominium Dijual di Kalideres,Rp 1M,"RW 03, Semanan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6c010f192181-59e2-19e3ef2-b9fd-760c
Apartemen Dijual di Kelapa Gading,Rp 200Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-6f62a645e078-bdf1-19e441c-92b8-7f71
Apartemen Dijual di Kuningan,"Rp 8,75M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a6f8c0ccfff1-c1f3-19b7d26-a42c-73f6
Apartemen Dijual di Kuningan,"Rp 9,12M","RW 02, Kuningan Timur, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-703b982bd3a7-ce8a-19b7d1d-8fdf-714e
Apartemen Dijual di Pantai Indah Kapuk 2,Rp 375Jt,"Muara, Pantai Indah Kapuk 2, Muara, Teluknaga, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-417a055d1a74-a452-19e5fda-b3bd-791c
Kondominium Dijual di Gading Serpong,"Rp 1,75M","Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-8bbbbec88a80-2156-19ea69c-b1bd-7a85
Apartemen Dijual di Karet Kuningan,"Rp 1,35M","RW 05, Karet Kuningan, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-14480991cd5e-e490-19e43a8-bc9d-7e3a
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,50M","BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-9de582ed4770-fa55-19dd9f7-aa87-70ca
Apartemen Dijual di Bumi Serpong Damai,Rp 770Jt,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-61e1ec29e18f-fa1b-19daa33-a0c6-756a
Apartemen Dijual di Bukit Kecil,"Rp 6,63M","Bukit Kecil, Palembang, Sumatera Selatan",https://www.lamudi.co.id/properti/41032-73-17b49e1ec865-e685-19e919f-8af8-71b1
Apartemen Dijual di Gading Serpong,Rp 500Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-ca8643a3f024-d6c3-19ea5d3-a1f0-7d27
Apartemen Dijual di Bumi Serpong Damai,Rp 770Jt,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-d6afe9e05bf5-5241-19dde72-abc5-7094
Kondominium Dijual di Kalideres,"Rp 1,20M","RW 03, Semanan, Kalideres, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-barat/dijual-green-royal-condo-2br-hoek-semanan-jakarta-175013984952/
Apartemen Dijual di Bumi Serpong Damai,Rp 727Jt,"BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-3a94392524cc-aa32-19daf72-b476-7218
Apartemen Dijual di Bumi Serpong Damai,"Rp 1,10M","BSD Sunburst CBD, Babakan, BSD City, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-150cb2ca7c8e-ed38-19dda04-9e5c-7e5d
Apartemen Dijual di Gebang Putih,Rp 230Jt,"RW 03, Gebang Putih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-43ec8e5e18c0-5607-1994ca2-b111-71fa
Apartemen Dijual di Pancoran,Rp 75M,"RW 02, Pancoran, Pancoran, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-15754fc4d931-c68e-19c71f9-8e03-7110
Apartemen Dijual di Cipulir,Rp 525Jt,"RW 05, Cipulir, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-a45d55cccd9c-5a9d-19eaa68-9ef9-7d1e
Apartemen Dijual di Alam Sutera,"Rp 1,50M","Alam Sutera, Pinang, Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-578e80335eb6-5dc1-19cb143-80fd-7115
Apartemen Dijual di Bumi Serpong Damai,"Rp 650,00Jt","BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-93b8d8bf7951-9faf-19da392-a06b-77fe
Apartemen Dijual di Kelapa Gading,Rp 250Jt,"RW 03, Pegangsaan Dua, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-utara/dijual-unit-studio-furnished-apartemen-gading-nias-175282604094/
Apartemen Dijual di Grogol Utara,Rp 3M,"RW 02, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-f3613d05a5c9-6d63-19d8678-b6cc-7300
Apartemen Dijual di Beji,"Rp 600,00Jt","Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-2c5a7d44b10a-45cf-19cdf29-a031-7f30
Apartemen Dijual di Serpong Utara,"Rp 5,50M","Pakualam, Serpong Utara, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-3df441f8ce78-f58d-19e91f6-89ea-7775
Apartemen Dijual di Gading Serpong,"Rp 1,20M","Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-95f0f90da8c-4520-19e8820-8359-7d31
Apartemen Dijual di Beji,"Rp 600,00Jt","Pondok Cina, Beji, Depok, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-3768acd6794f-ed62-19cb157-b8a9-75db
Apartemen Dijual di Gading Serpong,"Rp 1,65M","Ruko Bavaria, Paramount Serpong, Gading Serpong, Kelapa Dua, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-83f36e6686b6-74ab-19b97d8-95eb-7249
Apartemen Dijual di Cilandak,"Rp 2,20M","RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-38fea2a6191a-bdcc-19e6db7-a640-7123
Apartemen Dijual di Gading Serpong,Rp 550Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-a395d8113174-4ed2-19b2a98-b19f-70b7
Apartemen Dijual di Bumi Serpong Damai,Rp 475Jt,"BSD City, Pagedangan, Pagedangan, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-81bc78135f46-16e2-19e8816-858f-7626
Apartemen Dijual di Sawahan,Rp 450Jt,"RW 07, Sawahan, Sawahan, Surabaya, Jawa Timur",https://www.lamudi.co.id/jual/jawa-timur/surabaya/jual-apartemen-lokasi-strategis-gunawangsa-tidar-s-174659548624/
Apartemen Dijual di Cilandak,"Rp 1,85M","RW 09, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d4601ed0590b-b837-199e1f8-bc33-7383
Apartemen Dijual di Cilandak,"Rp 1,60M","RW 01, Cilandak Barat, Cilandak, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-apartemen-antasari-place-studio-di-cila-175568847243/
Apartemen Dijual di Gelora,Rp 650Jt,"RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-cepat-apartemen-studio-gp-plaza-jakarta-siap-174954446521/
Apartemen Dijual di Karet Tengsin,"Rp 1,30M","RW 09, Karet Tengsin, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-apartemen-sudirman-park-2-br-dekat-setiabud-17335564957/
Apartemen Dijual di Karet,Rp 730Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-apartemen-tamansari-sudirman-middle-floor-d-170073044110/
Serviced Apartment Dijual di Gading Serpong,Rp 475Jt,"Paramount Serpong, Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-2424a499177-c8ac-19be06a-92d9-7152
Apartemen Dijual di Kebayoran Baru,"Rp 17,80M","RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-669422d7a4d0-dda-19eb624-90b2-7674
Apartemen Dijual di Kebayoran Baru,Rp 15M,"RW 01, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-91ac9c373b0d-3b89-19eb621-9bab-7058
Apartemen Dijual di Kelapa Gading,"Rp 1,15M","RW 20, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-612769a3c86c-f22f-19c4d72-a859-7888
Apartemen Dijual di Gelora,"Rp 1,20M","RW 01, Gelora, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/jual-apartemen-gp-plaza-2br-furnished-dekat-scbd-a-172077082189/
Apartemen Dijual di Karet,Rp 710Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-tamansari-sudirman-dekat-ku-173390911910/
Apartemen Dijual di Gading Serpong,Rp 450Jt,"Gading Serpong, Pakulonan Barat, Kelapa Dua, Kabupaten Tangerang, Banten",https://www.lamudi.co.id/properti/41032-73-52a04c9e42e-c550-19be56f-acdc-7504
Apartemen Dijual di Karet,Rp 740Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/dijual-cepat-apartemen-tamansari-sudirman-studio-s-172960165191/
Apartemen Dijual di Bangka,"Rp 1,25M","RW 01, Bangka, Mampang Prapatan, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d741e73a94b-bd98-19eb626-a2f6-77a2
Apartemen Dijual di Karet,Rp 740Jt,"RW 01, Karet, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-apartemen-tamansari-sudirman-studio-near-to-m-172960164225/
Apartemen Dijual di Cikarang Selatan,Rp 660Jt,"Pasirsari, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/sewa/jawa-barat/bekasi/apartemen-studio-view-city-175271988011/
Apartemen Dijual di Bekasi,Rp 699Jt,"Kota Jababeka, Sertajaya, Kab Bekasi, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bekasi/jual-cepat-apartemen-vasanta-tower-botan-furnished-170841630139/
Apartemen Dijual di Cikini,"Rp 3,25M","RW 02, Cikini, Menteng, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-1617b241cc91-dd33-19ca392-a634-77ba
Apartemen Dijual di Cicendo,"Rp 1,40MProperti sitaan","Pasirkaliki, Cicendo, Kota Bandung, Jawa Barat",https://www.lamudi.co.id/jual/jawa-barat/bandung/apartemen-landmark-di-pusat-kota-173590498216/
Apartemen Dijual di Karet Semanggi,Rp 990Jt,"RW 02, Karet Semanggi, Setiabudi, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-selatan/jual-cepat-apartemen-tamansari-semanggi-studio-dek-173503970263/
Apartemen Dijual di Kebon Melati,Rp 850Jt,"RW 09, Kebon Melati, Tanah Abang, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-pusat/dijual-cepat-apartemen-cosmo-mansion-1-br-full-fur-173683552651/
Apartemen Dijual di Kebon Kosong,"Rp 1,50M","Mediterania Palace Residences, Kebon Kosong, Kemayoran, Jakarta Pusat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-8a82067c51a9-4ad3-788f5c3f-81cd-4eb3
Apartemen Dijual di Grogol Utara,"Rp 2,20M","RW 02, Grogol Utara, Kebayoran Lama, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-47dc97be760c-7fbf-19effde-9caf-79ea
Apartemen Dijual di Mulyorejo,Rp 450Jt,"RW 02, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-c96947cd1ef8-9b1f-19d94ed-b577-773b
Apartemen Dijual di Embong Kaliasin,Rp 500Jt,"RW 08, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-52c8ce802f22-7ef5-939f6b22-b1bd-4dfe
Apartemen Dijual di Kelapa Gading,"Rp 1,95M","RW 21, Kelapa Gading Barat, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-9b3917513c06-e6bf-19d2ea6-c035-769a
Apartemen Dijual di Serpong,Rp 400Jt,"Apartement Akasa Serpong, Lengkong Gudang Timur, Serpong, Tangerang Selatan, Banten",https://www.lamudi.co.id/properti/41032-73-80ad9ea43285-a099-19eb4be-a361-7428
Apartemen Dijual di Bekasi,"Rp 1,55M","Pakuwon Mall, Rawa Panjang, Bekasi, Jawa Barat",https://www.lamudi.co.id/properti/41032-73-95d1d957a8c5-e245-19b2106-9d52-7623
Apartemen Dijual di Bekasi Selatan,Rp 625Jt,"Pekayon, Jakasetia, Bekasi, Jawa Barat",https://www.lamudi.co.id/sewa/jawa-barat/bekasi/apartemen-studio-view-city-175315461665/
Apartemen Dijual di Kebayoran Baru,"Rp 3,10M","SCBD, Senayan, Kebayoran Baru, Jakarta Selatan, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-239880ccabe5-940e-9ed8cbe6-8b10-428f
Apartemen Dijual di Kelapa Gading,Rp 215Jt,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-260d8e4bc406-46c8-19e96a9-9558-739f
Apartemen Dijual di Pademangan,Rp 850Jt,"PPK Kemayoran, Pademangan Timur, Pademangan, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-2eb0fd7f6b81-ee8b-19dad2d-bd3d-7c16
Apartemen Dijual di Kelapa Gading,Rp 215Jt,"RW 13, Kelapa Gading Timur, Kelapa Gading, Jakarta Utara, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-b37f48a0e6ce-d4fe-19e96a4-b03d-70c4
Apartemen Dijual di Embong Kaliasin,Rp 230Jt,"RW 08, Embong Kaliasin, Genteng, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-a8be0f89b763-b410-1d5231e6-a666-4bae
Apartemen Dijual di Kesawan,Rp 850Jt,"Kesawan, Medan Barat, Kota Medan, Sumatera Utara",https://www.lamudi.co.id/jual/sumatra-utara/deli-serdang/podomoro-tower-liberty-175730930466/
Apartemen Dijual di Mulyorejo,Rp 325Jt,"RW 02, Kejawen Putih Tambak, Mulyorejo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-1e7e40305f5-991f-19da63c-877f-70f9
Apartemen Dijual di Gebang Putih,Rp 295Jt,"RW 03, Gebang Putih, Sukolilo, Surabaya, Jawa Timur",https://www.lamudi.co.id/properti/41032-73-8e1e523bcebb-7b7a-19d75f5-ac63-745b
Apartemen Dijual di Grogol Petamburan,"Rp 1,90M","RW 07, Tanjung Duren Selatan, Grogol Petamburan, Jakarta Barat, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/properti/41032-73-d244ac8f7975-7181-19e95bc-a55f-75d2
Apartemen Dijual di Semarang Tengah,Rp 950Jt,"RW 02, Karangkidul, Semarang Tengah, Kota Semarang, Jawa Tengah",https://www.lamudi.co.id/jual/jawa-tengah/semarang/dijual-apartemen-studio-di-semarang-lokasi-strateg-175207098479/
Apartemen Dijual di Ciracas,"Rp 1,58M","RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697651588/
Apartemen Dijual di Ciracas,"Rp 1,29M","RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697632799/
Apartemen Dijual di Ciracas,Rp 909Jt,"RW 06, Ciracas, Ciracas, Jakarta Timur, Daerah Khusus Ibukota Jakarta",https://www.lamudi.co.id/jual/jakarta/jakarta-timur/lrt-city-ciracas-apartemen-di-jakarta-akses-langsu-175697539978/
